id_libro,titulo_libro,precio_libro,calificacion_libro,categoria,autores
343,The Power of Now: A Guide to Spiritual Enlightenment,43.54,2,Nonfiction,Oprah Winfrey
344,The Omnivore's Dilemma: A Natural History of Four Meals,38.21,2,Nonfiction,Autor Desconocido
345,The Genius of Birds,17.24,1,Nonfiction,Walter Isaacson
346,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,Nonfiction,Autor Desconocido
347,So You've Been Publicly Shamed,12.23,2,Nonfiction,James Hawes
348,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,3,Nonfiction,Autor Desconocido
349,Big Magic: Creative Living Beyond Fear,30.8,3,Nonfiction,Lauren Faust
350,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,Nonfiction,Krista Tippett
351,Agnostic: A Spirited Manifesto,12.51,5,Nonfiction,Autor Desconocido
352,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,4,Nonfiction,Autor Desconocido
353,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,2,Nonfiction,Saban Entertainment
354,The Year of Magical Thinking,43.04,2,Nonfiction,President Barack Obama
355,The Literature Book (Big Ideas Simply Explained),17.43,3,Nonfiction,Autor Desconocido
356,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,1,Nonfiction,Autor Desconocido
357,Swell: A Year of Waves,45.58,1,Nonfiction,Autor Desconocido
358,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,2,Nonfiction,William Shakespeare
359,Looking for Lovely: Collecting the Moments that Matter,29.14,5,Nonfiction,Geetha Arts
360,Let It Out: A Journey Through Journaling,26.79,5,Nonfiction,Autor Desconocido
361,Hamilton: The Revolution,58.79,3,Nonfiction,Ron Chernow
362,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,Nonfiction,Autor Desconocido
363,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,Nonfiction,Autor Desconocido
364,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,Nonfiction,Yuko Shimizu
365,Brain on Fire: My Month of Madness,49.32,5,Nonfiction,Autor Desconocido
366,Abstract City,56.37,5,Nonfiction,Wassily Kandinsky
367,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,1,Nonfiction,Autor Desconocido
368,The Lonely City: Adventures in the Art of Being Alone,33.26,2,Nonfiction,Disney Hyperion
369,The Diary of a Young Girl,59.9,3,Nonfiction,Bonham Carter
370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,Nonfiction,Autor Desconocido
371,Furiously Happy: A Funny Book About Horrible Things,41.46,4,Nonfiction,Kathy Bates
372,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,4,Nonfiction,Autor Desconocido
373,"Mother, Can You Not?",16.89,5,Nonfiction,Yoo Young-eun
374,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,3,Nonfiction,Sue Klebold
375,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,2,Nonfiction,BBC Television
376,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,Nonfiction,Autor Desconocido
377,"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,Nonfiction,Autor Desconocido
378,Why Not Me?,17.76,1,Nonfiction,Warner Records
379,When Breath Becomes Air,39.36,2,Nonfiction,Joanna Goddard
380,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,Nonfiction,Autor Desconocido
381,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,5,Nonfiction,Paul Abbott
382,Rising Strong,21.82,3,Nonfiction,Autor Desconocido
383,Man's Search for Meaning,29.48,3,Nonfiction,Viktor E. Frankl
384,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,Nonfiction,Autor Desconocido
385,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,Nonfiction,Autor Desconocido
386,I Will Find You,44.21,1,Nonfiction,Harlan Coben
387,Brazen: The Courage to Find the You That's Been Hiding,19.22,2,Nonfiction,Lee Joon-ik
388,Between the World and Me,56.91,4,Nonfiction,RCA Victor
389,Being Mortal: Medicine and What Matters in the End,55.06,4,Nonfiction,Autor Desconocido
390,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,Nonfiction,Autor Desconocido
391,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,Nonfiction,Robert Towne
392,Finding God in the Ruins: How God Redeems Pain,46.64,2,Nonfiction,Warner Bros. Pictures
393,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,Nonfiction,Michael Nyman
394,In Cold Blood,49.98,4,Nonfiction,Richard Brooks
395,"Girl, Interrupted",42.14,3,Nonfiction,Susanna Kaysen
396,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,Nonfiction,Autor Desconocido
397,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,Nonfiction,Autor Desconocido
398,My Mother Was Nuts,31.63,4,Nonfiction,Steven Zaillian
399,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,Nonfiction,Kim Gordon
400,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,Nonfiction,Annapurna Interactive
401,The Gunning of America: Business and the Making of American Gun Culture,16.81,4,Nonfiction,Jim Cash
402,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,Nonfiction,Casey Scharf
403,God Is Not Great: How Religion Poisons Everything,27.8,1,Nonfiction,Timothy J. Keller
404,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,Nonfiction,Vice President Theodore Roosevelt
405,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,Nonfiction,George Washington
406,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,Nonfiction,Autor Desconocido
407,Under the Banner of Heaven: A Story of Violent Faith,30.0,1,Nonfiction,Dustin Lance Black
408,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,Nonfiction,Autor Desconocido
409,The Name of God is Mercy,37.25,2,Nonfiction,Orbit Books
410,Stiff: The Curious Lives of Human Cadavers,36.74,3,Nonfiction,Mary Roach
411,Spilled Milk: Based on a True Story,49.51,1,Nonfiction,Eric Kripke
412,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,Nonfiction,Autor Desconocido
413,Outliers: The Story of Success,14.16,1,Nonfiction,Soren Kaplan
414,Notes from a Small Island (Notes From a Small Island #1),40.17,1,Nonfiction,Autor Desconocido
415,Night (The Night Trilogy #1),13.51,1,Nonfiction,Richard Price
416,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,Nonfiction,Tadashi Agi
417,Letter to a Christian Nation,22.2,1,Nonfiction,Sam Harris
418,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,Nonfiction,President Joe Biden
419,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,Nonfiction,Son Lux
420,Into the Wild,56.7,5,Nonfiction,Jon Krakauer. It
421,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,Nonfiction,Erik Larson
422,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,Nonfiction,Malala Yousafzai
423,Gratitude,26.66,5,Nonfiction,Columbia Records
424,Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,Nonfiction,Autor Desconocido
425,Brave Enough,51.32,5,Nonfiction,Lindsey Stirling
426,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,Nonfiction,Autor Desconocido
427,Blink: The Power of Thinking Without Thinking,21.74,5,Nonfiction,Autor Desconocido
428,Black Flags: The Rise of ISIS,40.87,1,Nonfiction,Umberto Eco
429,Are We Smart Enough to Know How Smart Animals Are?,56.58,1,Nonfiction,Autor Desconocido
430,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,Nonfiction,Autor Desconocido
431,"The Suffragettes (Little Black Classics, #96)",11.89,2,Nonfiction,Todd Cassetty
432,Kindle Paperwhite User's Guide,34.0,3,Nonfiction,Autor Desconocido
433,H is for Hawk,57.42,5,Nonfiction,Philippa Lowthorpe
434,Travels with Charley: In Search of America,57.82,5,Nonfiction,John Steinbeck
435,The Tumor,41.56,5,Nonfiction,John Grisham
436,The End of the Jesus Era (An Investigation #1),14.4,1,Nonfiction,Autor Desconocido
437,"Eat, Pray, Love",51.32,3,Nonfiction,Ryan Murphy
438,Rip it Up and Start Again,35.02,5,Music,Simon Reynolds
439,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music,Bloc Party
440,How Music Works,37.32,2,Music,David Byrne
441,Love Is a Mix Tape (Music #1),18.03,1,Music,Rob Sheffield
442,Please Kill Me: The Uncensored Oral History of Punk,31.19,4,Music,Autor Desconocido
443,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,Music,Bobby Byrd
444,"Chronicles, Vol. 1",52.6,2,Music,Fantasy Records
445,This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,Music,W. W. Norton
446,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,Music,Autor Desconocido
447,No One Here Gets Out Alive,20.02,5,Music,Elektra Records
448,Life,31.58,5,Music,Autor Desconocido
449,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,Music,Sony Interactive Entertainment
450,Forever Rockers (The Rocker #12),28.8,3,Music,Motown Records
451,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default,Autor Desconocido
452,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default,Daniel James Brown
453,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default,Marvin Gaye
454,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default,Autor Desconocido
455,Aladdin and His Wonderful Lamp,53.13,3,Default,Paramount Pictures
456,Penny Maybe,33.29,3,Default,Josh Ramsay
457,Maude (1883-1993):She Grew Up with the country,18.02,2,Default,Autor Desconocido
458,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,5,Default,Autor Desconocido
459,Soul Reader,39.58,2,Default,Capitol Records
460,Bossypants,49.46,2,Default,David Foster Wallace
461,A World of Flavor: Your Gluten Free Passport,42.95,1,Default,Autor Desconocido
462,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5,Default,Autor Desconocido
463,Tracing Numbers on a Train,41.6,3,Default,Apple Inc
464,Thirteen Reasons Why,52.72,1,Default,Dylan Minnette
465,The Secret (The Secret #1),27.37,4,Default,M. L. Kirk
466,The Psychopath Test: A Journey Through the Madness Industry,36.0,2,Default,Autor Desconocido
467,The Kite Runner,41.82,4,Default,Riverhead Books
468,The Girl on the Train,55.02,2,Default,Larry Brand
469,The Emerald Mystery,23.15,2,Default,Maurice Doreal
470,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,Default,A. Baillet
471,The Art of War,33.34,5,Default,Autor Desconocido
472,Secrets and Lace (Fatal Hearts #1),20.27,1,Default,Jilly Cooper
473,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,Default,Neil Gaiman
474,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,Default,Autor Desconocido
475,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,1,Default,Jane Goldman
476,Large Print Heart of the Pride,19.15,2,Default,Thomas Cobb
477,Grumbles,22.16,2,Default,Autor Desconocido
478,First Steps for New Christians (Print Edition),29.0,1,Default,Charles Monroe Sheldon. First
479,Eureka Trivia 6.0,54.59,4,Default,Nielsen Media Research
480,Drive: The Surprising Truth About What Motivates Us,34.95,4,Default,Daniel Pink. The
481,Done Rubbed Out (Reightman & Bailey #1),37.72,5,Default,Anirudh Ravichander
482,Beauty Restored (Riley Family Legacy Novellas #3),11.11,2,Default,Lucius Apuleius Madaurensis
483,Ayumi's Violin,15.48,2,Default,Avex Trax
484,Anonymous,46.82,4,Default,John Orloff. The
485,Amy Meets the Saints and Sages,18.46,3,Default,Rupert Lowe
486,Amatus,50.54,5,Default,Autor Desconocido
487,V for Vendetta (V for Vendetta Complete),37.1,4,Default,Alan Moore
488,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,Default,Laura Hillenbrand
489,The Wright Brothers,56.8,4,Default,Autor Desconocido
490,The Songs of the Gods,44.48,5,Default,Humble Games
491,The Rosie Project (Don Tillman #1),54.04,1,Default,Text Publishing
492,The Power of Habit: Why We Do What We Do in Life and Business,16.88,3,Default,Charles Duhigg
493,Steve Jobs,39.5,5,Default,Aaron Sorkin.
494,Luckiest Girl Alive,49.83,3,Default,Jessica Knoll
495,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,Default,Jiang Zemin
496,Lady Midnight (The Dark Artifices #1),16.28,5,Default,Cassandra Clare
497,"Hush, Hush (Hush, Hush #1)",47.02,3,Default,Robert Aldrich
498,Greek Mythic History,10.23,5,Default,Autor Desconocido
499,Every Last Word,46.47,3,Default,Kim Fupz Aakeson
500,Daily Fantasy Sports,36.58,1,Default,Autor Desconocido
501,Clockwork Angel (The Infernal Devices #1),44.14,1,Default,Cassandra Clare
502,City of Fallen Angels (The Mortal Instruments #4),11.23,4,Default,Cassandra Clare
503,City of Bones (The Mortal Instruments #1),43.28,1,Default,Jessica Postigo. The
504,City of Ashes (The Mortal Instruments #2),47.27,1,Default,Cassandra Clare. The
505,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,Default,Lo Wei
506,Carrie,46.23,2,Default,Lawrence D. Cohen
507,Angels & Demons (Robert Langdon #1),51.48,3,Default,Corgi Books
508,"The Three Searches, Meaning, and the Story",13.33,3,Default,Terry Jones
509,Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,Default,Autor Desconocido
510,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5,Default,Autor Desconocido
511,Eleanor & Park,56.51,5,Default,Rainbow Rowell. Published
512,Troublemaker: Surviving Hollywood and Scientology,48.39,2,Default,Autor Desconocido
513,Adultery,20.88,5,Default,Autor Desconocido
514,Unlimited Intuition Now,58.87,4,Default,Ken Liu
515,Underlying Notes,11.82,2,Default,Ofek Leumi Financial Instruments
516,The New Brand You: Your New Image Makes the Sale for You,44.05,5,Default,Hayley Williams
517,The Flowers Lied,16.68,2,Default,Mao Zedong
518,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4,Default,Autor Desconocido
519,Modern Day Fables,47.44,2,Default,Bill Willingham
520,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,Default,Rachel Joyce
521,The Martian (The Martian #1),41.39,2,Default,DC Comics
522,Left Behind (Left Behind #1),40.72,2,Default,Tim LaHaye
523,John Vassos: Industrial Design for Modern Life,20.22,4,Default,Autor Desconocido
524,I'll Give You the Sun,56.48,1,Default,Autor Desconocido
525,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,Default,Don Piper
526,Ender's Game (The Ender Quintet #1),43.64,1,Default,Gavin Hood
527,Death by Leisure: A Cautionary Tale,37.51,4,Default,M. Karunanidhi
528,Wildlife of New York: A Five-Borough Coloring Book,22.14,2,Default,Autor Desconocido
529,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,Default,A. J. Jacobs
530,The Great Gatsby,36.05,4,Default,Francis Ford Coppola. It
531,The Good Girl,49.03,3,Default,Fox Searchlight Pictures
532,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,Default,Autor Desconocido
533,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,Default,Chuck Palahniuk
534,Life of Pi,13.22,4,Default,Knopf Canada
535,The Sound Of Love,57.84,5,Default,Autor Desconocido
536,The Perks of Being a Wallflower,55.02,3,Default,Stephen Chbosky
537,The Makings of a Fatherless Child,31.58,2,Default,Federico Fellini
538,The Hobbit (Middle-Earth Universe),17.8,5,Default,Fran Walsh
539,The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,Default,Fran Walsh
540,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,Default,Autor Desconocido
541,Musicophilia: Tales of Music and the Brain,46.58,1,Default,Oliver Sacks
542,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,Default,Randall Munroe
543,The Fault in Our Stars,47.22,1,Default,Mercedes Ron
544,The Dream Thieves (The Raven Cycle #2),34.5,1,Default,Autor Desconocido
545,The 5th Wave (The 5th Wave #1),11.83,2,Default,Rich Tennant
546,Shiver (The Wolves of Mercy Falls #1),16.23,5,Default,Maggie Stiefvater. Published
547,Remember Me?,11.48,3,Default,Will Fetters. It
548,If I Stay (If I Stay #1),38.13,5,Default,R. J. Cutler
549,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,Default,Dana Gould
550,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,Default,Bloomsbury Publishing
551,Fool Me Once,16.96,1,Default,Autor Desconocido
552,Drama,38.7,2,Default,Kristoffer Borgli
553,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,Default,Lily Phillips
554,Alight (The Generations Trilogy #2),58.59,4,Default,Autor Desconocido
555,Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,Default,Rolling Stone
556,The Shining (The Shining #1),27.88,3,Default,Warner Bros.
557,The Hunger Games (The Hunger Games #1),29.85,5,Default,Suzanne Collins
558,Outlander (Outlander #1),19.67,5,Default,Diana Gabaldon
559,Mockingjay (The Hunger Games #3),20.44,4,Default,Suzanne Collins
560,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,Default,Steve Kloves
561,Confessions of a Shopaholic (Shopaholic #1),48.94,2,Default,Sophie Kinsella
562,Zero History (Blue Ant #3),34.77,1,Default,Tappei Nagatsuki
563,World War Z: An Oral History of the Zombie War,21.8,1,Default,Studs Terkel
564,Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,Default,Nick Hornby
565,"Where'd You Go, Bernadette",18.13,1,Default,Maria Semple
566,Twilight (Twilight #1),41.93,2,Default,Stephenie Meyer
567,The Paris Wife,36.8,3,Default,Peter Greenaway
568,The Maze Runner (The Maze Runner #1),20.93,1,Default,James Dashner. It
569,The Lover's Dictionary,58.09,2,Default,Christian Petzold
570,The Goldfinch,43.58,3,Default,Peter Straughan
571,The Giver (The Giver Quartet #1),12.3,1,Default,Philip Noyce
572,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,Default,Autor Desconocido
573,The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,Default,Maharishi Mahesh Yogi
574,The Book Thief,53.49,2,Default,Michael Petroni
575,The Autobiography of Malcolm X,23.43,2,Default,Spike Lee
576,Shopaholic & Baby (Shopaholic #5),46.45,2,Default,Sophie Kinsella
577,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,Default,Carl Jung
578,Packing for Mars: The Curious Science of Life in the Void,56.68,2,Default,Sadako Sasaki
579,Orange Is the New Black,24.61,2,Default,Jenji Kohan
580,One for the Money (Stephanie Plum #1),32.87,2,Default,Benny Andersson
581,Morning Star (Red Rising #3),29.4,1,Default,Autor Desconocido
582,Life After Life,26.13,2,Default,Kate Atkinson
583,"Lean In: Women, Work, and the Will to Lead",25.02,1,Default,Sheryl Sandberg
584,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,Default,Roger Nygard
585,Gone Girl,37.6,5,Default,Ross Macdonald
586,Fellside,38.62,1,Default,Paul Adams
587,Eclipse (Twilight #3),18.74,1,Default,Melissa Rosenberg
588,Dracula,52.62,3,Default,Sir Henry Irving
589,Dead Wake: The Last Crossing of the Lusitania,39.24,5,Default,Robert Reading
590,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,Default,Autor Desconocido
591,Dark Places,23.9,5,Default,Gilles Paquet-Brenner
592,Breaking Dawn (Twilight #4),35.28,5,Default,Melissa Rosenberg
593,Beautiful Creatures (Caster Chronicles #1),21.55,5,Default,Richard LaGravenese
594,A Visit from the Goon Squad,14.08,5,Default,Autor Desconocido
595,The Zombie Room,19.69,5,Default,Marvel Studios Animation
596,The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,Default,Hayao Miyazaki
597,Taking Shots (Assassins #1),18.88,2,Default,Bill Kennedy. The
598,Shatter Me (Shatter Me #1),42.4,1,Default,Tahereh Mafi
599,Paradise Lost (Paradise #1),24.96,1,Default,Yeon Sang-ho. Based
600,On the Road (Duluoz Legend),32.36,3,Default,Steve Purcell
601,Jane Eyre,38.43,5,Default,Moira Buffini
602,Frankenstein,38.0,2,Default,Garrett Fort
603,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction,Autor Desconocido
604,Join,35.67,5,Science Fiction,Polydor Records
605,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,Science Fiction,John Jackson Miller
606,The Project,10.65,1,Science Fiction,Jonathan Tropper
607,Soft Apocalypse,26.12,2,Science Fiction,Penguin Books
608,Sleeping Giants (Themis Files #1),48.74,1,Science Fiction,Autor Desconocido
609,Arena,21.36,4,Science Fiction,Autor Desconocido
610,Foundation (Foundation (Publication Order) #1),32.42,1,Science Fiction,Gnome Press
611,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,Science Fiction,Douglas Adams
612,Ready Player One,19.07,4,Science Fiction,Steven Spielberg
613,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,Science Fiction,Autor Desconocido
614,Dune (Dune #1),54.86,1,Science Fiction,Denis Villeneuve
615,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,Science Fiction,Tony Parker
616,Three Wishes (River of Time: California #1),44.18,2,Science Fiction,Autor Desconocido
617,The Last Girl (The Dominion Trilogy #1),36.26,2,Science Fiction,Autor Desconocido
618,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,Science Fiction,Arnon Milchan
619,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,Sports and Games,Brian Powell
620,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,Sports and Games,Buzz Bissinger
621,Sugar Rush (Offensive Line #2),24.42,1,Sports and Games,Phil Johnston
622,Settling the Score (The Summer Games #1),44.91,2,Sports and Games,Shawn Ku
623,Icing (Aces Hockey #2),40.44,4,Sports and Games,Autor Desconocido
624,The Torch Is Passed: A Harding Family Story,19.09,1,Add a comment,Autor Desconocido
625,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4,Add a comment,Autor Desconocido
626,The Art Forger,40.76,3,Add a comment,Orson Welles
627,On a Midnight Clear,14.07,3,Add a comment,Keith Gordon
628,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2,Add a comment,Autor Desconocido
629,"Shobu Samurai, Project Aryoku (#3)",29.06,3,Add a comment,Autor Desconocido
630,Modern Romance,28.26,5,Add a comment,Autor Desconocido
631,The White Queen (The Cousins' War #1),25.91,5,Add a comment,Lucille La Verne
632,The Song of Achilles,37.4,5,Add a comment,Autor Desconocido
633,The Immortal Life of Henrietta Lacks,40.67,2,Add a comment,George Otto Gey
634,The Dovekeepers,48.78,1,Add a comment,Karen Kingsbury
635,More Than Music (Chasing the Dream #1),37.61,2,Add a comment,The Heatmakerz
636,Code Name Verity (Code Name Verity #1),22.13,4,Add a comment,Elizabeth Wein
637,Cell,20.29,4,Add a comment,Joko Anwar
638,Angels Walking (Angels Walking #1),34.2,2,Add a comment,Jacques Demy
639,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,Add a comment,Autor Desconocido
640,A People's History of the United States,40.79,2,Add a comment,Beacon Press
641,A Brush of Wings (Angels Walking #3),55.51,1,Add a comment,Autor Desconocido
642,Rook,37.86,4,Add a comment,Stephenie Meyer
643,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,Add a comment,James Cameron
644,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,Add a comment,James Cameron
645,The Children,11.88,3,Add a comment,Alfonso Cuar
646,One with You (Crossfire #5),15.71,4,Add a comment,Brian Duffield
647,Without Shame,48.27,5,Add a comment,Donovan Winter
648,Watchmen,58.05,4,Add a comment,Alan Moore
649,A Hero's Curse (The Unseen Chronicles #1),50.49,3,Add a comment,Stuart Beattie
650,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,Add a comment,Autor Desconocido
651,The Glass Castle,16.24,1,Add a comment,Autor Desconocido
652,The Drowning Girls,35.67,3,Add a comment,Roy Lichtenstein
653,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,Add a comment,Steven Spielberg
654,John Adams,57.43,4,Add a comment,David McCullough
655,Good in Bed (Cannie Shapiro #1),37.05,5,Add a comment,Warner Records
656,The Joy of Cooking,43.27,4,Add a comment,A.C. Clayton
657,The Golden Compass (His Dark Materials #1),18.77,1,Add a comment,Bad Wolf
658,The God Delusion,46.85,3,Add a comment,Richard Dawkins
659,Pride and Prejudice,19.27,4,Add a comment,Joe Wright
660,Mere Christianity,48.51,3,Add a comment,C. S. Lewis
661,Fun Home: A Family Tragicomic,56.59,4,Add a comment,Obie Award-winning
662,The Raven King (The Raven Cycle #4),30.57,2,Add a comment,Portia Rosenberg
663,Find Her (Detective D.D. Warren #8),22.37,1,Add a comment,Jennifer Iacopelli
664,Evicted: Poverty and Profit in the American City,42.27,1,Add a comment,Autor Desconocido
665,A Game of Thrones (A Song of Ice and Fire #1),46.42,2,Add a comment,George R. R. Martin
666,A Clash of Kings (A Song of Ice and Fire #2),10.79,3,Add a comment,John Howe
667,The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,Add a comment,Autor Desconocido
668,The Rest Is Noise: Listening to the Twentieth Century,34.77,1,Add a comment,Autor Desconocido
669,The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,Add a comment,Autor Desconocido
670,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,Add a comment,Douglas Adams
671,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,Add a comment,Stieg Larsson
672,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,Add a comment,Sam Harris
673,The Complete Poems,41.32,5,Add a comment,Philip Larkin
674,The Catcher in the Rye,24.55,1,Add a comment,J. D. Salinger
675,The Case for Christ (Cases for Christianity),47.84,1,Add a comment,Brian Bird
676,The Blind Side: Evolution of a Game,53.71,5,Add a comment,Sandra Bullock
677,Seven Days in the Art World,52.33,2,Add a comment,Rod Serling
678,Sarah's Key,46.29,1,Add a comment,Gilles Paquet-Brenner. The
679,Rogue Lawyer (Rogue Lawyer #1),50.11,3,Add a comment,John Grisham. It
680,Manuscript Found in Accra,34.98,2,Add a comment,Autor Desconocido
